,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
1/11/2014,534966.00,168.4,"318,000","326,500","3,487,905",120,"2,907,000","2,862,250",2.7,2.2,"130,938,360"
1/18/2014,416116.00,127.2,"327,000","324,750","3,373,217",118.5,"2,847,000","2,866,000",2.6,2.2,"130,938,360"
1/25/2014,357806.00,105.1,"340,000","326,750","3,422,557",120.1,"2,850,000","2,876,750",2.6,2.2,"130,938,360"
2/1/2014,357742.00,108.2,"331,000","329,000","3,440,027",120.6,"2,852,000","2,864,000",2.6,2.2,"130,938,360"
2/8/2014,360338.00,107,"337,000","333,750","3,411,217",119.3,"2,859,000","2,852,000",2.6,2.2,"130,938,360"
2/15/2014,322761.00,97.3,"332,000","335,000","3,367,239",117.7,"2,861,000","2,855,500",2.6,2.2,"130,938,360"
2/22/2014,312665.00,91.7,"341,000","335,250","3,375,731",119.6,"2,823,000","2,848,750",2.6,2.2,"130,938,360"
3/1/2014,317832.00,99.6,"319,000","332,250","3,277,983",117.6,"2,787,000","2,832,500",2.5,2.1,"130,938,360"
3/8/2014,302311.00,93.8,"322,000","328,500","3,233,107",114.8,"2,816,000","2,821,750",2.5,2.2,"130,938,360"
3/15/2014,285970.00,89.2,"321,000","325,750","3,132,104",113.3,"2,764,000","2,797,500",2.4,2.1,"130,938,360"
3/22/2014,274072.00,87.5,"313,000","318,750","3,090,665",110.4,"2,800,000","2,791,750",2.4,2.1,"130,938,360"
3/29/2014,294862.00,89.3,"330,000","321,500","2,942,180",107.8,"2,729,000","2,777,250",2.2,2.1,"130,938,360"
4/5/2014,299162.00,96.3,"311,000","318,750","2,853,279",104.5,"2,730,000","2,755,750",2.2,2.1,"131,532,656"
4/12/2014,318793.00,103.5,"308,000","315,500","2,757,378",102.9,"2,680,000","2,734,750",2.1,2,"131,532,656"
4/19/2014,299182.00,91.4,"327,000","319,000","2,766,506",100,"2,767,000","2,726,500",2.1,2.1,"131,532,656"
4/26/2014,318127.00,92.3,"345,000","322,750","2,641,583",97.6,"2,707,000","2,721,000",2,2.1,"131,532,656"
5/3/2014,288748.00,88.9,"325,000","326,250","2,559,236",94.7,"2,702,000","2,714,000",1.9,2.1,"131,532,656"
5/10/2014,270738.00,89.5,"303,000","325,000","2,494,495",92.7,"2,691,000","2,716,750",1.9,2,"131,532,656"
5/17/2014,287398.00,88.8,"324,000","324,250","2,455,022",92.4,"2,657,000","2,689,250",1.9,2,"131,532,656"
5/24/2014,275412.00,90.3,"305,000","314,250","2,394,378",90.5,"2,646,000","2,674,000",1.8,2,"131,532,656"
5/31/2014,264133.00,84.7,"312,000","311,000","2,424,134",91.8,"2,641,000","2,658,750",1.8,2,"131,532,656"
6/7/2014,313371.00,99,"317,000","314,500","2,387,182",91.9,"2,598,000","2,635,500",1.8,2,"131,532,656"
6/14/2014,301195.00,95.9,"314,000","312,000","2,413,778",93,"2,595,000","2,620,000",1.8,2,"131,532,656"
6/21/2014,305029.00,96.9,"315,000","314,500","2,412,611",93.4,"2,583,000","2,604,250",1.8,2,"131,532,656"
6/28/2014,305791.00,99.2,"308,000","313,500","2,395,821",92.9,"2,579,000","2,588,750",1.8,2,"131,532,656"
7/5/2014,322753.00,106.7,"302,000","309,750","2,558,065",100.7,"2,540,000","2,574,250",1.9,1.9,"132,140,947"
7/12/2014,370559.00,120.3,"308,000","308,250","2,563,164",101.4,"2,528,000","2,557,500",1.9,1.9,"132,140,947"
7/19/2014,287049.00,97.6,"294,000","303,000","2,524,006",99.3,"2,542,000","2,547,250",1.9,1.9,"132,140,947"
7/26/2014,257625.00,84.9,"303,000","301,750","2,481,360",98.3,"2,524,000","2,533,500",1.9,1.9,"132,140,947"
8/2/2014,247877.00,83.9,"295,000","300,000","2,462,156",97.3,"2,530,000","2,531,000",1.9,1.9,"132,140,947"
8/9/2014,269468.00,87.1,"309,000","300,250","2,412,394",96.2,"2,508,000","2,526,000",1.8,1.9,"132,140,947"
8/16/2014,249463.00,82.3,"303,000","302,500","2,403,823",95.5,"2,517,000","2,519,750",1.8,1.9,"132,140,947"
8/23/2014,249006.00,83.1,"300,000","301,750","2,319,238",93.4,"2,483,000","2,509,500",1.8,1.9,"132,140,947"
8/30/2014,249780.00,82.5,"303,000","303,750","2,212,896",89,"2,486,000","2,498,500",1.7,1.9,"132,140,947"
9/6/2014,234755.00,76.5,"307,000","303,250","2,167,651",88.4,"2,452,000","2,484,500",1.6,1.9,"132,140,947"
9/13/2014,242318.00,84,"288,000","299,500","2,115,326",85.8,"2,465,000","2,471,500",1.6,1.9,"132,140,947"
9/20/2014,239780.00,81.4,"295,000","298,250","2,070,228",84.6,"2,447,000","2,462,500",1.6,1.9,"132,140,947"
9/27/2014,227571.00,78.6,"290,000","295,000","2,031,751",83.7,"2,427,000","2,447,750",1.5,1.8,"132,140,947"
10/4/2014,257545.00,87.9,"293,000","291,500","2,018,858",82.7,"2,441,000","2,445,000",1.5,1.8,"132,731,174"
10/11/2014,273756.00,97.5,"281,000","289,750","2,006,710",83.3,"2,409,000","2,431,000",1.5,1.8,"132,731,174"
10/18/2014,256166.00,88.3,"290,000","288,500","2,081,161",85.4,"2,437,000","2,428,500",1.6,1.8,"132,731,174"
10/25/2014,271331.00,93.3,"291,000","288,750","2,045,437",85,"2,406,000","2,423,250",1.5,1.8,"132,731,174"
11/1/2014,266921.00,95.3,"280,000","285,500","2,116,640",86.9,"2,436,000","2,422,000",1.6,1.8,"132,731,174"
11/8/2014,309338.00,106.4,"291,000","288,000","2,067,337",86.7,"2,384,000","2,415,750",1.6,1.8,"132,731,174"
11/15/2014,286115.00,97.6,"293,000","288,750","2,193,628",93.3,"2,351,000","2,394,250",1.7,1.8,"132,731,174"
11/22/2014,357202.00,117.7,"303,000","291,750","2,102,005",88,"2,389,000","2,390,000",1.6,1.8,"132,731,174"
11/29/2014,294389.00,101.1,"291,000","294,500","2,515,910",101.3,"2,484,000","2,402,000",1.9,1.9,"132,731,174"
12/6/2014,389284.00,133.6,"291,000","294,500","2,354,533",98.9,"2,381,000","2,401,250",1.8,1.8,"132,731,174"
12/13/2014,327827.00,114.5,"286,000","292,750","2,478,752",104.2,"2,379,000","2,408,250",1.9,1.8,"132,731,174"
12/20/2014,340827.00,123.5,"276,000","286,000","2,352,296",100.6,"2,338,000","2,395,500",1.8,1.8,"132,731,174"
12/27/2014,389757.00,136.6,"285,000","284,500","2,795,271",115.4,"2,422,000","2,380,000",2.1,1.8,"132,731,174"
1/3/2015,439342.00,149.6,"294,000","285,250","2,990,368",125.6,"2,381,000","2,380,000",2.2,1.8,"133,397,155"
1/10/2015,529685.00,174.1,"304,000","289,750","2,911,674",121.3,"2,400,000","2,385,250",2.2,1.8,"133,397,155"
1/17/2015,383538.00,128.7,"298,000","295,250","2,784,735",119.2,"2,336,000","2,384,750",2.1,1.8,"133,397,155"
1/24/2015,281885.00,108.2,"261,000","289,250","2,827,617",121.1,"2,335,000","2,363,000",2.1,1.8,"133,397,155"
1/31/2015,306643.00,109,"281,000","286,000","2,795,975",121.7,"2,297,000","2,342,000",2.1,1.7,"133,397,155"
2/7/2015,324158.00,108.8,"298,000","284,500","2,809,938",119.9,"2,344,000","2,328,000",2.1,1.8,"133,397,155"
2/14/2015,277904.00,97.4,"285,000","281,250","2,752,771",118.7,"2,319,000","2,323,750",2.1,1.7,"133,397,155"
2/21/2015,280639.00,91.9,"305,000","292,250","2,835,373",121.1,"2,341,000","2,325,250",2.1,1.8,"133,397,155"
2/28/2015,315566.00,99.7,"317,000","301,250","2,804,577",119,"2,357,000","2,340,250",2.1,1.8,"133,397,155"
3/7/2015,277925.00,95,"293,000","300,000","2,729,749",115.6,"2,361,000","2,344,500",2,1.8,"133,397,155"
3/14/2015,260242.00,89.8,"290,000","301,250","2,705,148",114.6,"2,361,000","2,355,000",2,1.8,"133,397,155"
3/21/2015,248032.00,87.2,"284,000","296,000","2,564,097",111.2,"2,306,000","2,346,250",1.9,1.7,"133,397,155"
3/28/2015,239748.00,89.1,"269,000","284,000","2,476,255",108.7,"2,278,000","2,326,500",1.9,1.7,"133,397,155"
4/4/2015,253533.00,89.8,"282,000","281,250","2,381,913",104.8,"2,273,000","2,304,500",1.8,1.7,"134,074,626"
4/11/2015,308173.00,103.3,"298,000","283,250","2,389,911",103,"2,320,000","2,294,250",1.8,1.7,"134,074,626"
4/18/2015,279797.00,95,"295,000","286,000","2,281,070",100.1,"2,279,000","2,287,500",1.7,1.7,"134,074,626"
4/25/2015,250780.00,93.2,"269,000","286,000","2,199,763",97.6,"2,254,000","2,281,500",1.6,1.7,"134,074,626"
5/2/2015,236421.00,88.5,"267,000","282,250","2,138,615",94.6,"2,261,000","2,278,500",1.6,1.7,"134,074,626"
5/9/2015,242882.00,89.7,"271,000","275,500","2,079,285",92.3,"2,253,000","2,261,750",1.6,1.7,"134,074,626"
5/16/2015,243612.00,88.4,"276,000","270,750","2,079,191",92.1,"2,258,000","2,256,500",1.6,1.7,"134,074,626"
5/23/2015,253454.00,90.2,"281,000","273,750","2,018,773",90.3,"2,236,000","2,252,000",1.5,1.7,"134,074,626"
5/30/2015,230676.00,84,"275,000","275,750","2,096,986",91.4,"2,294,000","2,260,250",1.6,1.7,"134,074,626"
6/6/2015,275619.00,99.1,"278,000","277,500","2,056,174",91.4,"2,250,000","2,259,500",1.5,1.7,"134,074,626"
6/13/2015,258764.00,96.2,"269,000","275,750","2,102,652",92.7,"2,268,000","2,262,000",1.6,1.7,"134,074,626"
6/20/2015,263199.00,96.3,"273,000","273,750","2,106,077",93,"2,265,000","2,269,250",1.6,1.7,"134,074,626"
6/27/2015,274646.00,99.7,"275,000","273,750","2,138,353",92.5,"2,312,000","2,273,750",1.6,1.7,"134,074,626"
7/4/2015,303585.00,104.1,"292,000","277,250","2,235,705",100.1,"2,233,000","2,269,500",1.7,1.7,"134,803,907"
7/11/2015,344471.00,120.8,"285,000","281,250","2,255,273",101.3,"2,226,000","2,259,000",1.7,1.7,"134,803,907"
7/18/2015,262949.00,99.3,"265,000","279,250","2,258,311",99.6,"2,267,000","2,259,500",1.7,1.7,"134,803,907"
7/25/2015,230314.00,85.7,"269,000","277,750","2,214,919",98.3,"2,253,000","2,244,750",1.6,1.7,"134,803,907"
8/1/2015,224104.00,82.9,"270,000","272,250","2,209,980",97.9,"2,257,000","2,250,750",1.6,1.7,"134,803,907"
8/8/2015,239326.00,87.4,"274,000","269,500","2,161,191",96.2,"2,247,000","2,256,000",1.6,1.7,"134,803,907"
8/15/2015,229251.00,82.3,"279,000","273,000","2,163,709",95.9,"2,256,000","2,253,250",1.6,1.7,"134,803,907"
8/22/2015,226649.00,82.7,"274,000","274,250","2,108,101",93.6,"2,252,000","2,253,000",1.6,1.7,"134,803,907"
8/29/2015,230079.00,82.4,"279,000","276,500","2,061,930",91.3,"2,258,000","2,253,250",1.5,1.7,"134,803,907"
9/5/2015,232507.00,85.3,"273,000","276,250","1,942,822",86.6,"2,243,000","2,252,250",1.4,1.7,"134,803,907"
9/12/2015,198903.00,75.2,"264,000","272,500","1,938,894",86,"2,255,000","2,252,000",1.4,1.7,"134,803,907"
9/19/2015,219342.00,81.6,"269,000","271,250","1,876,960",84,"2,234,000","2,247,500",1.4,1.7,"134,803,907"
9/26/2015,215116.00,79,"272,000","269,500","1,870,678",83.5,"2,240,000","2,243,000",1.4,1.7,"134,803,907"
10/3/2015,227176.00,85,"267,000","268,000","1,816,410",82.3,"2,207,000","2,234,000",1.3,1.6,"135,574,808"
10/10/2015,256522.00,96.7,"265,000","268,250","1,826,779",82.5,"2,214,000","2,223,750",1.3,1.6,"135,574,808"
10/17/2015,232860.00,88.1,"264,000","267,000","1,860,474",84.8,"2,194,000","2,213,750",1.4,1.6,"135,574,808"
10/24/2015,245365.00,93,"264,000","265,000","1,874,526",84.5,"2,218,000","2,208,250",1.4,1.6,"135,574,808"
10/31/2015,258440.00,94.1,"275,000","267,000","1,900,517",86.2,"2,205,000","2,207,750",1.4,1.6,"135,574,808"
11/7/2015,291098.00,105.6,"276,000","269,750","1,905,959",86.3,"2,209,000","2,206,500",1.4,1.6,"135,574,808"
11/14/2015,264816.00,97.3,"272,000","271,750","2,006,025",91.8,"2,185,000","2,204,250",1.5,1.6,"135,574,808"
11/21/2015,305424.00,117.2,"261,000","271,000","1,891,197",86.7,"2,181,000","2,195,000",1.4,1.6,"135,574,808"
11/28/2015,262628.00,99.2,"265,000","268,500","2,299,417",101.8,"2,259,000","2,208,500",1.7,1.7,"135,574,808"
12/5/2015,384491.00,137.4,"280,000","269,500","2,206,522",98.4,"2,242,000","2,216,750",1.6,1.7,"135,574,808"
12/12/2015,313276.00,116.7,"268,000","268,500","2,286,725",104.4,"2,190,000","2,218,000",1.7,1.6,"135,574,808"
12/19/2015,319641.00,122.9,"260,000","268,250","2,191,682",100.7,"2,176,000","2,216,750",1.6,1.6,"135,574,808"
12/26/2015,346542.00,125.7,"276,000","271,000","2,502,457",113.4,"2,207,000","2,203,750",1.8,1.6,"135,574,808"
1/2/2016,405368.00,148.4,"273,000","269,250","2,803,326",126.4,"2,218,000","2,197,750",2.1,1.6,"136,270,223"
1/9/2016,502904.00,177.3,"284,000","273,250","2,680,476",122.4,"2,190,000","2,197,750",2,1.6,"136,270,223"
1/16/2016,378747.00,130.8,"290,000","280,750","2,656,738",119.6,"2,221,000","2,209,000",1.9,1.6,"136,270,223"
1/23/2016,295936.00,110.2,"269,000","279,000","2,688,858",122.3,"2,199,000","2,207,000",2,1.6,"136,270,223"
1/30/2016,311940.00,110.6,"282,000","281,250","2,680,598",121.3,"2,210,000","2,205,000",2,1.6,"136,270,223"
2/6/2016,290796.00,109.2,"266,000","276,750","2,657,981",120.1,"2,213,000","2,210,750",2,1.6,"136,270,223"
2/13/2016,258380.00,98.6,"262,000","269,750","2,612,427",118.4,"2,206,000","2,207,000",1.9,1.6,"136,270,223"
2/20/2016,248870.00,92.2,"270,000","270,000","2,670,398",121.2,"2,203,000","2,208,000",2,1.6,"136,270,223"
2/27/2016,265802.00,98.8,"269,000","266,750","2,600,820",119.3,"2,180,000","2,200,500",1.9,1.6,"136,270,223"
3/5/2016,247628.00,97,"255,000","264,000","2,548,304",115.7,"2,203,000","2,198,000",1.9,1.6,"136,270,223"
3/12/2016,236888.00,90,"263,000","264,250","2,492,144",115.2,"2,163,000","2,187,250",1.8,1.6,"136,270,223"
3/19/2016,230882.00,87.4,"264,000","262,750","2,409,099",112.7,"2,138,000","2,171,000",1.8,1.6,"136,270,223"
3/26/2016,235716.00,87.1,"271,000","263,250","2,375,518",109.7,"2,165,000","2,167,250",1.7,1.6,"136,270,223"
4/2/2016,245035.00,89.7,"273,000","267,750","2,280,430",106,"2,151,000","2,154,250",1.7,1.6,"136,969,042"
4/9/2016,270419.00,103,"263,000","267,750","2,211,972",103.4,"2,139,000","2,148,250",1.6,1.6,"136,969,042"
4/16/2016,242400.00,94.5,"257,000","266,000","2,154,608",100.9,"2,135,000","2,147,500",1.6,1.6,"136,969,042"
4/23/2016,245040.00,94.6,"259,000","263,000","2,094,406",98,"2,137,000","2,140,500",1.5,1.6,"136,969,042"
4/30/2016,243392.00,87.7,"278,000","264,250","2,080,555",95.3,"2,183,000","2,148,500",1.5,1.6,"136,969,042"
5/7/2016,261899.00,90.6,"289,000","270,750","2,014,816",92.2,"2,185,000","2,160,000",1.5,1.6,"136,969,042"
5/14/2016,244869.00,87.9,"279,000","276,250","2,009,243",92.3,"2,177,000","2,170,500",1.5,1.6,"136,969,042"
5/21/2016,240798.00,90.1,"267,000","278,250","1,975,916",90.4,"2,186,000","2,182,750",1.4,1.6,"136,969,042"
5/28/2016,246740.00,93.8,"263,000","274,500","1,939,391",91,"2,131,000","2,169,750",1.4,1.6,"136,969,042"
6/4/2016,232300.00,87.6,"265,000","268,500","1,982,999",91.4,"2,170,000","2,166,000",1.4,1.6,"136,969,042"
6/11/2016,266277.00,97.7,"273,000","267,000","1,994,248",92.4,"2,158,000","2,161,250",1.5,1.6,"136,969,042"
6/18/2016,247968.00,95,"261,000","265,500","2,009,079",93,"2,160,000","2,154,750",1.5,1.6,"136,969,042"
6/25/2016,263662.00,100.7,"262,000","265,250","2,044,616",95.6,"2,139,000","2,156,750",1.5,1.6,"136,969,042"
7/2/2016,267437.00,104.7,"255,000","262,750","2,037,038",95.6,"2,131,000","2,147,000",1.5,1.5,"137,652,280"
7/9/2016,298673.00,118.4,"252,000","257,500","2,161,272",101.7,"2,125,000","2,138,750",1.6,1.5,"137,652,280"
7/16/2016,268526.00,103.2,"260,000","257,250","2,143,920",100.2,"2,140,000","2,133,750",1.6,1.6,"137,652,280"
7/23/2016,231925.00,87.9,"264,000","257,750","2,104,590",98.6,"2,134,000","2,132,500",1.5,1.6,"137,652,280"
7/30/2016,219202.00,82.3,"266,000","260,500","2,110,850",98.5,"2,143,000","2,135,500",1.5,1.6,"137,652,280"
8/6/2016,231542.00,87.3,"265,000","263,750","2,083,250",96.6,"2,157,000","2,143,500",1.5,1.6,"137,652,280"
8/13/2016,219570.00,83.1,"264,000","264,750","2,061,744",96.5,"2,137,000","2,142,750",1.5,1.6,"137,652,280"
8/20/2016,217011.00,82.3,"264,000","264,750","2,021,172",94.1,"2,148,000","2,146,250",1.5,1.6,"137,652,280"
8/27/2016,215688.00,82.5,"261,000","263,500","1,972,966",92.3,"2,138,000","2,145,000",1.4,1.6,"137,652,280"
9/3/2016,217715.00,84.7,"257,000","261,500","1,867,279",86.9,"2,149,000","2,143,000",1.4,1.6,"137,652,280"
9/10/2016,193291.00,76.6,"252,000","258,500","1,835,919",87,"2,110,000","2,136,250",1.3,1.5,"137,652,280"
9/17/2016,205649.00,82.1,"250,000","255,000","1,756,097",83.7,"2,098,000","2,123,750",1.3,1.5,"137,652,280"
9/24/2016,198455.00,80.4,"247,000","251,500","1,744,083",83.8,"2,081,000","2,109,500",1.3,1.5,"137,652,280"
10/1/2016,200456.00,81.7,"245,000","248,500","1,709,974",82.2,"2,080,000","2,092,250",1.2,1.5,"138,322,138"
10/8/2016,238581.00,95.6,"250,000","248,000","1,706,702",82,"2,081,000","2,085,000",1.2,1.5,"138,322,138"
10/15/2016,233633.00,88.8,"263,000","251,250","1,739,879",84.1,"2,069,000","2,077,750",1.3,1.5,"138,322,138"
10/22/2016,237314.00,92.6,"256,000","253,500","1,741,961",84.3,"2,066,000","2,074,000",1.3,1.5,"138,322,138"
10/29/2016,245751.00,92.9,"265,000","258,500","1,763,155",85.3,"2,067,000","2,070,750",1.3,1.5,"138,322,138"
11/5/2016,258608.00,103.4,"250,000","258,500","1,740,791",85.1,"2,046,000","2,062,000",1.3,1.5,"138,322,138"
11/12/2016,223770.00,96.3,"232,000","250,750","1,857,234",90.8,"2,045,000","2,056,000",1.3,1.5,"138,322,138"
11/19/2016,287794.00,117,"246,000","248,250","1,746,231",85.2,"2,050,000","2,052,000",1.3,1.5,"138,322,138"
11/26/2016,249774.00,97.8,"255,000","245,750","2,070,694",101.6,"2,038,000","2,044,750",1.5,1.5,"138,322,138"
12/3/2016,351580.00,141.8,"248,000","245,250","1,996,669",98.4,"2,029,000","2,040,500",1.4,1.5,"138,322,138"
12/10/2016,305268.00,121.1,"252,000","250,250","2,097,013",103.3,"2,030,000","2,036,750",1.5,1.5,"138,322,138"
12/17/2016,315068.00,121.4,"260,000","253,750","2,117,870",101.9,"2,078,000","2,043,750",1.5,1.5,"138,322,138"
12/24/2016,343213.00,133.7,"257,000","254,250","2,253,543",108.5,"2,077,000","2,053,500",1.6,1.5,"138,322,138"
12/31/2016,350561.00,143.7,"244,000","253,250","2,467,654",121.7,"2,028,000","2,053,250",1.8,1.5,"138,322,138"
1/7/2017,414742.00,169.6,"245,000","251,500","2,518,545",121.1,"2,080,000","2,065,750",1.8,1.5,"138,930,224"
1/14/2017,352799.00,146.8,"240,000","246,500","2,464,292",117.4,"2,099,000","2,071,000",1.8,1.5,"138,930,224"
1/21/2017,284030.00,113.8,"250,000","244,750","2,494,547",120.7,"2,067,000","2,068,500",1.8,1.5,"138,930,224"
1/28/2017,280983.00,116.5,"241,000","244,000","2,482,809",119.5,"2,078,000","2,081,000",1.8,1.5,"138,930,224"
2/4/2017,259713.00,112.8,"230,000","240,250","2,464,850",119.4,"2,064,000","2,077,000",1.8,1.5,"138,930,224"
2/11/2017,245886.00,105.4,"233,000","238,500","2,489,682",119.9,"2,076,000","2,071,250",1.8,1.5,"138,930,224"
2/18/2017,239322.00,100.8,"237,000","235,250","2,392,472",117.6,"2,034,000","2,063,000",1.7,1.5,"138,930,224"
2/25/2017,212829.00,96.2,"221,000","230,250","2,447,592",118.5,"2,065,000","2,059,750",1.8,1.5,"138,930,224"
3/4/2017,243959.00,103.4,"236,000","231,750","2,349,381",116.3,"2,020,000","2,048,750",1.7,1.5,"138,930,224"
3/11/2017,222227.00,97.3,"228,000","230,500","2,281,836",114,"2,002,000","2,030,250",1.6,1.4,"138,930,224"
3/18/2017,224693.00,95.5,"235,000","230,000","2,283,882",113,"2,021,000","2,027,000",1.6,1.5,"138,930,224"
3/25/2017,228269.00,96.6,"236,000","233,750","2,221,962",109.6,"2,027,000","2,017,500",1.6,1.5,"138,930,224"
4/1/2017,208347.00,96.3,"216,000","228,750","2,136,831",107.4,"1,990,000","2,010,000",1.5,1.4,"139,505,637"
4/8/2017,239823.00,108.1,"222,000","227,250","2,042,394",103.8,"1,968,000","2,001,500",1.5,1.4,"139,505,637"
4/15/2017,225864.00,97.8,"231,000","226,250","2,012,236",102.6,"1,961,000","1,986,500",1.4,1.4,"139,505,637"
4/22/2017,241611.00,101.4,"238,000","226,750","1,948,731",99.3,"1,962,000","1,970,250",1.4,1.4,"139,505,637"
4/29/2017,210955.00,90.9,"232,000","230,750","1,852,170",97.7,"1,896,000","1,946,750",1.3,1.4,"139,505,637"
5/6/2017,215040.00,92.2,"233,000","233,500","1,781,847",94.2,"1,892,000","1,927,750",1.3,1.4,"139,505,637"
5/13/2017,206905.00,88.6,"234,000","234,250","1,783,911",93.8,"1,902,000","1,913,000",1.3,1.4,"139,505,637"
5/20/2017,210544.00,89.4,"236,000","233,750","1,759,705",92.6,"1,900,000","1,897,500",1.3,1.4,"139,505,637"
5/27/2017,232138.00,91.6,"253,000","239,000","1,751,112",92.6,"1,891,000","1,896,250",1.3,1.4,"139,505,637"
6/3/2017,212696.00,84.8,"251,000","243,500","1,783,314",93.4,"1,909,000","1,900,500",1.3,1.4,"139,505,637"
6/10/2017,234652.00,95.6,"245,000","246,250","1,795,184",93.8,"1,914,000","1,903,500",1.3,1.4,"139,505,637"
6/17/2017,228883.00,91.8,"249,000","249,500","1,811,385",94.6,"1,915,000","1,907,250",1.3,1.4,"139,505,637"
6/24/2017,239635.00,96.9,"247,000","248,000","1,867,478",96.8,"1,929,000","1,916,750",1.3,1.4,"139,505,637"
7/1/2017,252886.00,98.6,"256,000","249,250","1,839,969",96.3,"1,911,000","1,917,250",1.3,1.4,"139,989,708"
7/8/2017,284329.00,109.6,"259,000","252,750","1,996,804",102.8,"1,942,000","1,924,250",1.4,1.4,"139,989,708"
7/15/2017,257763.00,105.2,"245,000","251,750","1,973,777",102.3,"1,929,000","1,927,750",1.4,1.4,"139,989,708"
7/22/2017,220455.00,88.7,"249,000","252,250","1,939,674",100.6,"1,928,000","1,927,500",1.4,1.4,"139,989,708"
7/29/2017,198776.00,81.1,"245,000","249,500","1,920,454",99.7,"1,926,000","1,931,250",1.4,1.4,"139,989,708"
8/5/2017,211924.00,83.3,"254,000","248,250","1,889,713",98,"1,928,000","1,927,750",1.3,1.4,"139,989,708"
8/12/2017,198280.00,81,"245,000","248,250","1,885,774",97.9,"1,926,000","1,927,000",1.3,1.4,"139,989,708"
8/19/2017,195130.00,79.7,"245,000","247,250","1,841,596",95.5,"1,928,000","1,927,000",1.3,1.4,"139,989,708"
8/26/2017,196227.00,79.4,"247,000","247,750","1,812,487",94.8,"1,912,000","1,923,500",1.3,1.4,"139,989,708"
9/2/2017,250627.00,84.4,"297,000","258,500","1,699,145",88.9,"1,911,000","1,919,250",1.2,1.4,"139,989,708"
9/9/2017,211923.00,75.6,"280,000","267,250","1,738,986",89.7,"1,939,000","1,922,500",1.2,1.4,"139,989,708"
9/16/2017,212313.00,81.5,"261,000","271,250","1,622,607",86.7,"1,872,000","1,908,500",1.2,1.3,"139,989,708"
9/23/2017,212987.00,80.6,"264,000","275,500","1,614,906",86.3,"1,871,000","1,898,250",1.2,1.3,"139,989,708"
9/30/2017,204180.00,78.5,"260,000","266,250","1,582,806",84.6,"1,871,000","1,888,250",1.1,1.3,"139,989,708"
10/7/2017,229241.00,91.1,"252,000","259,250","1,566,253",83.8,"1,869,000","1,870,750",1.1,1.3,"140,510,815"
10/14/2017,205592.00,87.4,"235,000","252,750","1,603,587",84.3,"1,902,000","1,878,250",1.1,1.4,"140,510,815"
10/21/2017,216004.00,89.5,"241,000","247,000","1,608,736",84.1,"1,913,000","1,888,750",1.1,1.4,"140,510,815"
10/28/2017,215977.00,89.7,"241,000","242,250","1,631,860",84.7,"1,927,000","1,902,750",1.2,1.4,"140,510,815"
11/4/2017,242111.00,97.6,"248,000","241,250","1,623,213",83.7,"1,939,000","1,920,250",1.2,1.4,"140,510,815"
11/11/2017,236654.00,93.3,"254,000","246,000","1,724,422",88.7,"1,944,000","1,930,750",1.2,1.4,"140,510,815"
11/18/2017,275004.00,111.8,"246,000","247,250","1,618,630",82,"1,974,000","1,946,000",1.2,1.4,"140,510,815"
11/25/2017,224851.00,92.4,"243,000","247,750","1,957,137",98,"1,997,000","1,963,500",1.4,1.4,"140,510,815"
12/2/2017,326052.00,135.1,"241,000","246,000","1,869,012",95.7,"1,953,000","1,967,000",1.3,1.4,"140,510,815"
12/9/2017,282055.00,123.1,"229,000","239,750","1,968,105",99.2,"1,984,000","1,977,000",1.4,1.4,"140,510,815"
12/16/2017,287479.00,118,"244,000","239,250","1,985,967",99,"2,006,000","1,985,000",1.4,1.4,"140,510,815"
12/23/2017,325180.00,129.3,"251,000","241,250","2,066,441",104.4,"1,979,000","1,980,500",1.5,1.4,"140,510,815"
12/30/2017,351500.00,141.7,"248,000","243,000","2,301,683",119.1,"1,933,000","1,975,500",1.6,1.4,"140,510,815"
1/6/2018,403930.00,160.2,"252,000","248,750","2,416,489",122.6,"1,971,000","1,972,250",1.7,1.4,"141,013,239"
1/13/2018,354708.00,154.5,"230,000","245,250","2,287,734",116,"1,972,000","1,963,750",1.6,1.4,"141,013,239"
1/20/2018,260432.00,112.5,"231,000","240,250","2,376,238",119.4,"1,990,000","1,966,500",1.7,1.4,"141,013,239"
1/27/2018,268197.00,117.4,"228,000","235,250","2,310,659",116.4,"1,985,000","1,979,500",1.6,1.4,"141,013,239"
2/3/2018,243422.00,108.8,"224,000","228,250","2,323,553",116.4,"1,996,000","1,985,750",1.6,1.4,"141,013,239"
2/10/2018,233252.00,103.8,"225,000","227,000","2,260,662",115.4,"1,959,000","1,982,500",1.6,1.4,"141,013,239"
2/17/2018,212609.00,97.1,"219,000","224,000","2,258,815",113.8,"1,985,000","1,981,250",1.6,1.4,"141,013,239"
2/24/2018,196294.00,90.9,"216,000","221,000","2,232,578",114.1,"1,957,000","1,974,250",1.6,1.4,"141,013,239"
3/3/2018,225893.00,99.2,"228,000","222,000","2,193,796",111.9,"1,960,000","1,965,250",1.6,1.4,"141,013,239"
3/10/2018,205185.00,92.2,"223,000","221,500","2,108,273",108.2,"1,948,000","1,962,500",1.5,1.4,"141,013,239"
